gene	effect	stderr	pval	mse
ABCC6	0.986776912961305	0.0247176257827997	1.27957063817347e-35	1.15593825804849
ACSF3	0.882587861739087	0.0716968207123003	1.09721523656661e-15	9.72570131767628
ACSM5	0.991403418575602	0.0199530038751594	1.27699992392301e-39	0.753247512010903
ADAD2	0.990422416185094	0.0210555397991697	1.29121748023445e-38	0.838791250795522
ADAT1	0.9743586808199	0.0343122329229767	1.72713796778624e-29	2.22750708887987
AKTIP	0.928146335143097	0.0567623320399612	4.54660411878435e-20	6.09595274465922
AMDHD2	0.997635794672974	0.0104801264718369	1.19948714326267e-51	0.207804132237898
AMFR	0.981042525143023	0.0295530913115667	2.79328087843431e-32	1.65244480988406
ATF7IP2	1	6.66642255962045e-17	0	8.4082730994544e-30
ATP2C2	-0.085677157902928	0.151937825764332	0.575754201639258	43.6770146830018
B3GNT9	0.976919542399538	0.0325748539334843	1.84450717387953e-30	2.00764113782659
BBS2	0.998887508396494	0.00719131512609875	1.1103823872301e-58	0.0978448050554847
CAPNS2	0.991812675771023	0.0194742621915496	4.4924880573091e-40	0.717535111916673
CCDC113	0.974225713471896	0.034399925368421	1.92774621326818e-29	2.23890740524775
CCNF	1	6.75665154907565e-17	0	8.63742275744452e-30
CDK10	0.979862747107773	0.0304497286161996	1.011055728943e-31	1.75423586053799
CLCN7	0.997576021110286	0.0106116238436567	2.05059246464177e-51	0.213051612653808
CLEC3A	0.997872081081913	0.00994322229981636	1.24969556467298e-52	0.187057631079146
CLUAP1	0.853242168738386	0.0795302782017737	9.78455728838877e-14	11.9670232654111
COG8	0.792189774975423	0.093066038122024	9.03417024813776e-11	16.3871558586732
DCTN5	0.997822024384474	0.0100593675575281	2.0591915549638e-52	0.191453136743894
DECR2	1	2.63950874274501e-17	0	1.31815761145277e-30
DHODH	0.986136753779798	0.0253047944922302	3.51369387121696e-35	1.21150932516425
EXOSC6	0.999999999999999	8.48100440195414e-17	0	1.36086708280007e-29
FAHD1	0.999800940331673	0.00304264156920509	9.59665015531096e-75	0.0175155073236949
FBXL16	0.994775478028262	0.015568116130482	2.95513226808696e-44	0.45855692580031
FHOD1	0.999247216346447	0.00591608100931218	2.51207279231695e-62	0.066220027450544
FLYWCH1	0.999936046054721	0.00172467590788984	2.40271239240873e-85	0.00562776721988766
GAS8	0.999621003647714	0.00419814207615218	9.85977215355327e-69	0.0333453589188303
GPRC5B	0.999991266857899	0.000637331061667441	6.16531368698076e-104	0.000768513149058352
HAGHL	0.998167208556344	0.00922865074019941	5.05774777535527e-54	0.161137845564831
HEATR3	0.994954430525778	0.0152998564950892	1.39929082341734e-44	0.442889971793452
HERPUD1	0.999730463474296	0.00354046509055131	6.48572259157842e-72	0.0237160176646244
HS3ST4	0.967727463984555	0.038429505213192	2.27213331027084e-27	2.79415643980097
IL32	1	6.9242083977014e-17	0	9.07113003806388e-30
INO80E	0.990578667800958	0.0208838999396723	9.07984865558075e-39	0.825171727497946
JMJD8	0.958453957678384	0.0434998024616315	4.72916013075376e-25	3.58010448446822
KAT8	0.999725711160317	0.00357153619804174	9.44352519884876e-72	0.0241341075799413
KLHDC4	0.998886460797146	0.00719469836488426	1.13306975822522e-58	0.0979368911906763
LCMT1	0.995343141405609	0.0147001272394541	2.50608976547564e-45	0.408849357699815
LMF1	0.998482121625029	0.00839913173139738	8.80972036886625e-56	0.133471922987865
LPCAT2	1	3.45006513421725e-17	0	2.2520380322206e-30
MAF	0.995305446333497	0.0147593632077926	2.97929130046745e-45	0.412151013950731
MGRN1	0.999788762700791	0.00313431857963473	3.43950111139076e-74	0.0185869189977534
MTHFSD	0.997261002998327	0.0112792172526248	2.8273940466678e-50	0.240701643545973
NARFL	0.999825756762196	0.00284668765042807	5.4819787426653e-76	0.0153320690556566
NDE1	0.994080101844368	0.0165689195708805	4.30890036919719e-43	0.519409049152011
NFATC2IP	0.999226650936343	0.00599631681241549	4.48343077163518e-62	0.0680284025757088
NME4	0.947128209302908	0.0489299820442712	7.52437778083601e-23	4.52971882627732
NMRAL1	0.99036753118033	0.0211154925950055	1.45921870534213e-38	0.843574740086252
NOL3	1	8.14441447377868e-15	0	1.25499173632356e-25
NPRL3	0.965285772275728	0.0398320245829065	1.06386238804387e-26	3.00182862505023
POLR3K	0.998380289674572	0.00867607937031084	3.55497670294474e-55	0.142419076329954
PRKCB	0.989550422001197	0.0219883490910542	8.33475976244552e-38	0.914758341959125
PRMT7	0.997548198896087	0.0106722754043521	2.62013423648128e-51	0.215493998683592
RBL2	0.98746975403237	0.0240655523717885	4.05045503027686e-36	1.09575333433499
RFWD3	0.998809819104439	0.00743803121700313	4.73631887365675e-58	0.104673591464634
RMI2	0.999990603267086	0.000661101574176127	2.97706976970689e-103	0.000826908611287465
RPS2	0.993295338174917	0.0176295016747997	6.21391668143594e-42	0.588032331038939
RPUSD1	1	0	0	0
SH2B1	1	9.55630016632006e-14	0	1.72782875467786e-23
SLC22A31	0.996741868523315	0.0123001678308188	1.17430690192526e-48	0.286248491436659
SNN	0.997626905496187	0.0104997867421319	1.30016762031463e-51	0.20858452692443
SPG7	0.995672729654185	0.0141715530840335	5.18803030436711e-46	0.379975878611293
STX1B	0.999958977509657	0.00138129782114545	1.71642552028389e-89	0.00360990510496663
SULT1A1	0.986423863249783	0.0250432008186106	2.24690742026079e-35	1.18659032850046
SYCE1L	0.989322248116271	0.0222258436322832	1.32315538435895e-37	0.934625532815406
TAF1C	1	3.2032434209831e-17	0	1.94133738394233e-30
TBX6	0.934169883011956	0.0544158470577271	7.35565792289423e-21	5.60237170563081
TELO2	0.957378197062467	0.0440472758150911	8.10614577196535e-25	3.6707874627345
TERF2	0.991231434598256	0.0201507360730485	1.95171237928288e-39	0.768250694828462
TK2	0.999276231263754	0.0058009895533322	1.07930187490597e-62	0.0636685997775687
TPSD1	0.998043341869102	0.00953510984650816	2.06096558871523e-53	0.172017461033176
TRAP1	0.999510119818362	0.00477279202740211	2.45286804030131e-66	0.0430988967500884
TUFM	0.973738460019832	0.0347192766905038	2.86961245853801e-29	2.28067010504105
USP7	0.721480153364828	0.105595365065287	2.25042288483615e-08	21.0965210852292
WFIKKN1	0.99965081936878	0.00402965557800534	1.69402070288312e-69	0.0307225307543453
ZDHHC7	0.999214866209666	0.00604181388441847	6.20546848041829e-62	0.0690646504063969
ZFP1	0.997885107462066	0.00991277341969744	1.09527738564936e-52	0.185913741438532
ZG16B	0.998918475344202	0.00709057615006566	6.05351375644096e-59	0.0951227031046529
ZKSCAN2	0.993916323295292	0.0167958620922706	7.73541355696698e-43	0.533735060635505
ZNF23	1	0	0	0
ZNF423	0.991800169028838	0.0194890695151593	4.64179664788985e-40	0.718626687432218
ZNF500	0.994713962398667	0.0156592591000174	3.79851563869823e-44	0.463941852402315
ZNF768	0.99860692483041	0.00804668020633566	1.39428408761883e-56	0.122505225953021
