gene	spearmans_rho	effect	stderr	pval	mse
APOBEC3C	0.163768115942029	0.143508113004282	0.150920079073287	0.346975554668141	43.0938385460858
APOBEC3F	-0.0575757575757576	-0.116270752458182	0.151464257209938	0.44689321945884	43.4051689334036
APOBEC3G	0.0722685200826849	0.0123112590765012	0.152487013011627	0.936026165448895	43.9933310475978
APOL3	0.134255599472991	-0.0237601972063529	0.152455517952471	0.876880598303138	43.9751599332635
APOL4	0.565804169102564	0.463975055042198	0.135090593917872	0.00132600180345046	34.5279945251379
BCR	0.3433465085639	0.279910802608933	0.146402594222061	0.0625637531274385	40.5525974736442
BID	0.144137022397892	0.180392499198712	0.149996786495256	0.235695291424029	42.5681760342451
C22orf34	0.256389986824769	0.301325280690937	0.14541065147772	0.0442736099677981	40.0049353095272
CERK	-0.0255599472990777	-0.0990272225347415	0.151748997866279	0.517505630143804	43.5685188046704
CRELD2	0.119104084321476	-0.0222977710962304	0.15246065519173	0.884405469834591	43.9781236137822
CRYBB2	0.221607378129117	0.2611805121275	0.147205341479554	0.0831008708969307	40.998528563732
CYB5R3	-0.0952569169960474	0.00174182173049631	0.152498338996449	0.990939665130093	43.9998665065106
CYP2D6	0.333014921620759	0.222541267915901	0.14867440499092	0.141740600026841	41.8209168992729
DDTL	0.52832674571805	0.410856307144123	0.139032963707197	0.00505481907951511	36.5726721747153
DGCR6	0.0270092226613966	-3.51723881284361e-05	0.152498570238277	0.999817042000862	43.9999999455677
DGCR6L	-0.016600790513834	0.0339337538878736	0.152410744016925	0.8248646792189	43.9493340152714
FAM118A	0.34901185770751	0.331364011753008	0.143882857045273	0.026179203268629	39.1687072354579
FOXRED2	0.134123847167325	0.156271285315491	0.150624999113063	0.305308737664552	42.9254885569772
GSTT2	0.207932535735881	0.185483437683509	0.149852322214713	0.222515671442779	42.4862193511847
KIAA1671	-0.283267457180501	-0.355337018343748	0.142546247362332	0.0166045437630293	38.4443665493613
L3MBTL2	0.270259588589539	0.236972473195988	0.148154856676775	0.117034238174908	41.5291380656846
LZTR1	0.10764163372859	0.0475874612982431	0.152325800890431	0.756242175952788	43.9003590751963
MAPK1	0.0545454545454545	0.0456595514849627	0.152339523293094	0.76583308297309	43.9082690357604
MAPK12	0.0173913043478261	0.0987525620847172	0.151753160304375	0.518673656006449	43.570908985195
MICAL3	0.168252003961037	0.0358705818479677	0.152400428901146	0.815038470278879	43.9433852597471
MN1	0.183794466403162	0.164832660944301	0.15041262579102	0.279235664741357	42.8045285309849
MTMR3	-0.116685885292391	-0.0996741631635336	0.151739147437507	0.514759638289243	43.5628626926966
NAGA	0.172727272727273	0.164184077022681	0.15042912175168	0.281158103323197	42.8139179094972
NDUFA6	0.395388669301713	0.197568474232295	0.149492684583368	0.193292414368603	42.282534711539
NEFH	0.221343873517787	0.209604725509369	0.149110998069266	0.166999197945724	42.0668977979422
PKDREJ	0.443083003952569	0.419317782841934	0.138444229136579	0.00414180516985032	36.2635942676711
PPP6R2	-0.0776021080368906	-0.0390581051261406	0.15238220493861	0.798928642299077	43.932876434654
RABL2B	-0.164719167839252	-0.0921542672440843	0.15184964955651	0.547122840633179	43.6263340052631
RIBC2	0.216469038208169	0.228251637854684	0.148472939341371	0.131539627912989	41.7076523519328
SAMM50	0.151646903820817	0.083012086152945	0.151972227691752	0.587729654015042	43.6967957163116
SCO2	0.00447957839262187	0.0253256424301275	0.152449657099197	0.868837539489921	43.971778920762
SEC14L4	-0.0521049089598605	-0.0519924342379478	0.152292312773213	0.734466011718869	43.8810586184086
SEC14L6	0.141577179304538	0.15838066110032	0.150573752784677	0.298744757131524	42.8962849123347
SERHL2	0.295520421607378	0.0879872122832128	0.151907120527156	0.565464868434602	43.6593630208837
SLC16A8	-0.245191040843215	-0.359440976759369	0.142306758752554	0.0153079741060472	38.3152961059559
SLC25A1	0.0899972284452726	0.0660045233860769	0.152166020325458	0.666626571371774	43.8083097272734
SLC25A17	0.0492753623188406	0.12131758279805	0.151372176800746	0.427276576065869	43.3524099405777
SLC2A11	0.351910408432147	0.39776670061141	0.139915394026858	0.00681264518361944	37.0383926829274
TBX1	0.336758893280632	0.327792806004345	0.144072968942162	0.0279382369388712	39.2722825585991
TFIP11	-0.208168642951252	-0.241783961129959	0.14797395403594	0.109568159191291	41.4277827101735
THOC5	0.00771284670081404	0.185043937103156	0.149864957920756	0.223632962011785	42.49338461902
TMEM184B	-0.0571805006587615	-0.0300562031450201	0.152429673044578	0.844615165898736	43.9602514847102
TOP3B	0.0567852437417655	0.0194799786402116	0.152469633303875	0.898932174713633	43.9833033390158
TST	-0.0785711513117695	0.0138456167760615	0.152483952559872	0.928072790161717	43.991565151428
TTC38	0.244664031620553	0.567985615845462	0.125512191587265	4.70999550634876e-05	29.8052629684766
TTLL12	-0.0791831357048748	-0.050600458837822	0.152303216045493	0.741325980712521	43.8873421168777
UPK3A	0.274571805006588	0.295061341655338	0.145709076560473	0.0491042265061263	40.1693074050643
XPNPEP3	0.130171277997365	0.145511597611309	0.150875458802455	0.340214051259196	43.0683604982666
