gene	effect	stderr	pval	mse
A1BG	0.999493644195132	0.00485236747188391	4.99426323324033e-66	0.0445480293955167
A1BG-AS1	1	3.73596158125988e-13	0	2.64074177081415e-22
ABCA7	0.89877927187572	0.0668555924582457	5.33647742157979e-17	8.45661609964823
ABHD8	0.918817399265185	0.060188577068063	5.70643909723166e-19	6.85408181953268
ACER1	0.94684304530251	0.049058163761811	8.42273141601623e-23	4.55348289273982
ACP5	0.974468554120146	0.0342395925559162	1.57653430823512e-29	2.21808562936362
ACTN4	0.823537643927041	0.086506586526369	3.76023001381588e-12	14.1585729575443
ADAMTS10	0.495483579754052	0.132462897147817	0.000538726535496759	33.1978249765408
ADAMTSL5	0.951556636267465	0.0468892728286913	1.19943430151299e-23	4.15975859091531
AES	0.202119947048689	0.14935111798034	0.18302527602001	42.2024911882215
AKAP8	0.894983897396031	0.0680293752217781	1.13245074085224e-16	8.75616822967985
AKT2	0.945082661870061	0.0498413208214155	1.66719511640508e-22	4.70002553823441
ALDH16A1	0.861382761242646	0.077462629945025	3.12411017586935e-14	11.3528684998958
ALKBH7	0.935275351255116	0.0539724342506863	5.16818379977957e-21	5.51144076272329
AMH	0.997423685333569	0.0109395717951151	7.59166764017001e-51	0.226423645166423
ANGPTL4	0.990824031043442	0.0206114325392844	5.16093716681238e-39	0.803780538300223
ANKLE1	0.856480751893055	0.0787165538626814	6.2652127321181e-14	11.7233917520151
ANKRD24	0.781491525228874	0.0951462761244983	2.36711308983581e-10	17.1279238237997
ANKRD27	0.997605832692979	0.0105462465239041	1.57201996477002e-51	0.210434513385681
ANO8	0.997818319022118	0.0100679115220437	2.13576250264801e-52	0.191778497850505
AP1M1	0.609854467653324	0.120857164231678	8.70348756844613e-06	27.6354112444644
AP2A1	0.999927014868328	0.00184242595707348	4.11201841587217e-84	0.00642245720660805
AP2S1	0.908211002974849	0.0638225691063541	7.17684206610055e-18	7.70672205931848
AP3D1	0.955016443318619	0.0452238856910958	2.52426389882069e-24	3.86951809160645
APLP1	0.827450690355136	0.0856338005195037	2.42054794855309e-12	13.8743156213556
APOE	0.791963851215524	0.0931107440616713	9.22512860826645e-11	16.4029033681866
ARHGAP35	1	2.6177714714124e-17	0	1.29653603856149e-30
ARMC6	0.764056422108178	0.0983843653483917	1.019319379005e-09	18.313582488751
ASNA1	0.999999999999999	1.85054700275658e-13	0	6.47919980420633e-23
ASPDH	0.980949559408811	0.0296247703928537	3.10022489392915e-32	1.66047032340904
ATF5	0.581562284907208	0.124057873663821	2.79424714563366e-05	29.1185535860343
ATG4D	0.996547978128916	0.0126602539443002	4.06173564789942e-48	0.303253600635448
ATP1A3	0.981633648900327	0.0290930261549364	1.4218777033081e-32	1.60139669125163
ATP8B3	0.810929866394037	0.0892335258445761	1.44904610090061e-11	15.0652810787666
AURKC	0.972369940736886	0.0356000713192859	8.43828340249522e-29	2.39785472745915
AXL	0.852130217523231	0.0798070481797089	1.1374970830775e-13	12.0504600648877
B3GNT3	0.975227568651773	0.033733286763226	8.30183374312658e-30	2.15297233102828
BABAM1	0.97356807359429	0.0348302214663228	3.29211568446785e-29	2.29526906742773
BBC3	-0.0401683915712381	0.152375492468714	0.793336193403399	43.9290060140175
BCAM	0.130558361461938	0.151193277986142	0.392643030914286	43.2499986271045
BCAT2	0.878281300297485	0.072916319918198	2.27649236280942e-15	10.0593661321014
BCKDHA	0.813278916964362	0.0887349598420442	1.13572874104667e-11	14.8974057417361
BCL2L12	0.937360150005224	0.0531246776585973	2.61074375949175e-21	5.3396617640161
BCL3	0.435952838977399	0.137244063893958	0.00275804980234943	35.637585376252
BLOC1S3	0.543207033926766	0.128037614230994	0.000115378266748899	31.0167492048694
BSG	0.999999775552248	0.000102173524621999	4.01608704388155e-138	1.97513999209268e-05
BTBD2	0.666348030512184	0.11370916616757	5.83962698759851e-07	24.4631332982315
C19orf18	0.998966590363764	0.00693114195261762	2.27660700479519e-59	0.0908930588277996
C19orf24	0.999968000660018	0.00121996622147236	8.22662741321392e-92	0.00281589686426146
C19orf38	0.975741631628605	0.0333857887559153	5.3159888714647e-30	2.10884380549691
C19orf44	0.990005897588686	0.0215062580073694	3.21150128600463e-38	0.87508620054329
C19orf47	1	5.80530492399263e-13	0	6.37633614729284e-22
C19orf48	0.520409076725835	0.130221135074272	0.000247846191046161	32.0836732859
C19orf53	0.982072922504631	0.0287461928250545	8.48611004900238e-33	1.56344209486143
C19orf54	0.799278766516023	0.0916456083009533	4.62438621664825e-11	15.8907519494515
C19orf57	0.919630674486379	0.0598990279347552	4.63389092979019e-19	6.78829459192407
C19orf71	0.972491910107544	0.0355225067126234	7.68192158710178e-29	2.38741733011673
C19orf81	0.942216515952613	0.0510877123227775	4.83612776598446e-22	4.93803363090926
C2CD4C	0.998228016154236	0.00907440531048904	2.45002375393558e-54	0.155796421650248
C3	0.367068654010331	0.141853232639596	0.0131256843255731	38.0714665426939
CA11	0.999999999999999	2.42313791231869e-13	0	1.11090621712838e-22
CACNA1A	0.939869693421883	0.0520833320181953	1.1116454710786e-21	5.13237821303044
CACNG8	0.538935700643814	0.128456698936506	0.000133707523174207	31.2201256651487
CADM4	0.719629870016309	0.105888582314895	2.54141764491292e-08	21.2138454079336
CALM3	0.983129851808682	0.0278933577500631	2.32189633181759e-33	1.47205055723613
CALR	0.222419265891547	0.14867865067493	0.141964760372613	41.8233054870517
CAPN12	0.973654211101773	0.034774180880388	3.07161932052044e-29	2.28788899696648
CAPNS1	0.771319016576733	0.0970575200670226	5.63539354760403e-10	17.8229468853524
CAPS	0.903670042493058	0.0653043775555729	1.93472627379898e-17	8.06873998922618
CARD8	0.929064184255141	0.0564120516429409	3.48081732803227e-20	6.02094862751055
CARM1	0.645807168597079	0.116432743435519	1.66252695105235e-06	25.6490564434994
CATSPERG	0.985730062813823	0.0256706525338359	6.51629787003161e-35	1.24679470366247
CBLC	1	1.71815642795135e-13	0	5.58530037864272e-23
CCDC114	0.956718129920893	0.0443795521427117	1.1205870068275e-24	3.72637847474947
CCDC124	0.982358770320209	0.0285181485973025	6.02352583408432e-33	1.53873484049853
CCDC61	0.929240941361547	0.0563443055246785	3.30493274120392e-20	6.00649600749034
CCDC8	0.881635355640117	0.0719688401057732	1.29256622222202e-15	9.7996403861543
CCDC9	0.953918450331215	0.0457596323873502	4.1931487871584e-24	3.96174196517852
CCDC97	0.431293346995961	0.137586002603786	0.00309707204286164	35.815386148829
CCNE1	0.864306223095179	0.0767015891892831	2.03685939365725e-14	11.1308891196337
CD177	0.962598210770646	0.0413168935045215	5.14678313589116e-26	3.22980612333063
CD209	0.521305182265892	0.130137754111479	0.000240752611296879	32.0425999054799
CD22	0.991593655985778	0.0197319369319732	7.90774891008279e-40	0.736648941985304
CD320	0.346567570297272	0.143047472947632	0.0196891808036429	38.7152004456028
CD33	0.711550263985086	0.10715086319881	4.2745737122268e-08	21.7226337602012
CD37	0.190515620879296	0.149705431555545	0.209997191131541	42.402967120843
CD3EAP	0.725657888064125	0.1049275086961	1.70398265919694e-08	20.8305076975738
CDC34	0.809164379262496	0.0896054669393142	1.736382646457e-11	15.1911323226405
CDC37	0.476878273734664	0.134041568703375	0.000926499509052642	33.9938329297533
CDKN2D	0.605201966965511	0.121399837092442	1.06253197239374e-05	27.8841454839674
CEACAM19	0.941466215728561	0.0514083887466715	6.3340386464361e-22	5.00022004423668
CEACAM20	0.825021824245784	0.0861770742618318	3.18575018611349e-12	14.050915538799
CEACAM21	0.980935792962568	0.0296353693793992	3.1483219433241e-32	1.66165868373549
CEACAM22P	0.579695828823414	0.124260860836886	3.00633747299689e-05	29.2139208259684
CEACAM4	0.935561529177312	0.0538569649840073	4.7121178042731e-21	5.48788350543001
CEACAM6	0.995761091093507	0.0140264280989694	3.33227083724038e-46	0.372233376427835
CEACAM8	1	3.08819252524163e-14	0	1.8043877374037e-24
CEBPA	0.999999999999999	1.25716276309512e-13	0	2.99022693883131e-23
CEBPG	0.896828219565427	0.0674621590039007	7.88524045745879e-17	8.61076236200866
CELF5	0.834262459164948	0.0840827595120668	1.09452804623044e-12	13.3762705660344
CEP89	0.96814992896506	0.0381812431257387	1.71877827704542e-27	2.75817146197785
CERS4	0.871780433841529	0.0747085616915827	6.51288566281552e-15	10.5599505075273
CFD	1	1.22281498468373e-12	0	2.82906311296328e-21
CHAF1A	0.98035888009081	0.0300760532986864	5.94257153188648e-32	1.7114445139921
CHMP2A	0.912842045137476	0.0622671290768288	2.4721596577041e-18	7.33565362768612
CLEC17A	0.703692117373168	0.108351001964317	6.97154465577535e-08	22.2119657736622
CLEC4GP1	0.446590007559046	0.136446374605507	0.00210377491101069	35.2245240665301
CLPP	0.928525590966168	0.0566179006373401	4.07324558754591e-20	6.06496998452082
CNN2	0.999910917302364	0.00203548439777419	2.98541220648022e-82	0.00783892821993748
CNTD2	0.762096221206879	0.0987373011702096	1.19184183210114e-09	18.4452113833767
COL5A3	0.170339926050036	0.150269858773	0.263259711114255	42.7233096221038
COMP	0.663870321856667	0.114045706438958	6.65346225238982e-07	24.6081526133487
COPE	0.994012759765576	0.0166626119725982	5.49157436949853e-43	0.525299870621816
COX6B1	0.895350614824215	0.0679170623720837	1.05437398041672e-16	8.72728016749164
CPAMD8	0.504153504580925	0.13169990939754	0.000413998335138974	32.8164867280259
CPT1C	0.914110687910472	0.0618327922045439	1.82719766441551e-18	7.23367261090509
CRB3	0.699517547755701	0.108977830088237	8.98310541831429e-08	22.4697088168014
