gene	spearmans_rho	effect	stderr	pval	mse
C21orf2	1	0.999963201217482	0.00130825830325673	1.65992570815185e-90	0.00323823327897201
CCT8	0.97364953886693	0.99205490350639	0.0191851859207128	2.36102526475675e-40	0.696391010872901
CHODL	0.988405797101449	0.996639046924587	0.0124924257473212	2.28802735321743e-48	0.295266846391016
IFNAR1	0.98866930171278	0.992469346175577	0.0186800458777774	7.49273279643313e-41	0.66020226368018
IL10RB	1	1	0	0	0
LCA5L	0.984057971014493	0.990164372261334	0.0213359157314713	2.28106923744219e-38	0.861278699790037
MCM3AP	1	0.999966618386361	0.00124603662778467	2.04216824723703e-91	0.00293753296956164
NDUFV3	1	1	0	0	0
PCBP3	1	1	2.63252159327152e-17	0	1.31118815246652e-30
PIGP	1	1	7.09815281934463e-17	0	9.53260993612891e-30
PSMG1	0.997496706192358	0.999246600080198	0.00591850120122818	2.55664527541345e-62	0.0662742180392335
PTTG1IP	0.988537549407114	0.995724060948268	0.0140874300301096	4.01603097101158e-46	0.375478155742317
SETD4	0.997891824230845	0.998655782691751	0.00790441103865593	6.47441091964871e-57	0.118211618638305
SLC37A1	1	1	7.16636411339998e-17	0	9.71670175542248e-30
TFF1	0.989982865427705	0.994260534346756	0.0163152018143894	2.21879087986485e-43	0.503623552982132
TMEM50B	0.99064558629776	0.99244318408331	0.0187123428775495	8.07069602802439e-41	0.662487160129522
TMPRSS2	0.985109055137118	0.991766187724722	0.0195292439546749	5.07173241358606e-40	0.721592470982763
TTC3	0.996442219001186	0.998839830194325	0.0073437105147826	2.73591882445144e-58	0.102035719164365
WDR4	0.942160737812912	0.950185784562634	0.0475313788190917	2.15560652710274e-23	4.27446689186405
YBEY	0.992094861660079	0.993368855531916	0.0175329038569236	4.9060138276805e-42	0.58160594180539
